tahun_keluaran,nama_laptop,cpu,ram_gb,storage_gb,gpu,ukuran_layar_inch,resolusi_lebar,resolusi_tinggi,tipe_panel,kapasitas_baterai_wh,sistem_operasi,fitur_keamanan,harga_idr
2023,Dell Inspiron 12,Intel Core i7-13700H,32,1024,NVIDIA RTX 4070,16.0,1920,1200,IPS 144Hz,96,Windows 11 Pro,Privacy Shutter,34100000
2021,Apple MacBook Air 48,Apple M4 10-Core,8,256,Apple M4 10-Core GPU,13.6,1366,768,IPS Retina,67,macOS,Touch ID Apple T2,24100000
2022,Dell XPS 27,Intel Core Ultra 7 155H,8,1024,NVIDIA RTX 3050,13.3,1920,1200,IPS 144Hz,44,Windows 10 Home,Firmware TPM,14000000
2022,Acer Nitro 20,AMD Ryzen 7 7840HS,8,512,NVIDIA RTX 4050,16.1,1920,1080,IPS,87,Windows 11 Pro,Privacy Shutter,8500000
2026,Dell Alienware 22,Intel Core i9-16900HX,64,1024,Qualcomm Adreno,14.0,2880,1800,Mini LED 240Hz,48,Windows 11 Home,Fingerprint,30100000
2026,Apple MacBook Air 25,Apple M2 8-Core,16,256,Apple M2 8-Core GPU,16.0,2560,1600,Liquid Retina,75,macOS,Touch ID Apple T2,15000000
2022,Dell XPS 14,AMD Ryzen 7 7840HS,32,1024,NVIDIA RTX 3050,14.0,1920,1200,IPS,47,Windows 11 Pro,Privacy Shutter,19800000
2019,Lenovo IdeaPad Slim 91,AMD Ryzen 7 5800H,16,256,NVIDIA GTX 1650,13.6,3024,1964,TN,69,Windows 10 Home,Fingerprint,15700000
2024,MSI Modern 98,AMD Ryzen 5 7520U,32,1024,Intel Iris Xe,13.3,1920,1080,IPS,38,Windows 10 Home,Kensington Lock,17300000
2022,Dell Inspiron 84,AMD Ryzen 5 7520U,16,1024,NVIDIA RTX 4060,14.2,1366,768,OLED 120Hz,55,Windows 10 Home,Privacy Shutter,30000000
2026,Asus Vivobook 85,AMD Ryzen 7 9840U,64,512,Qualcomm Adreno,14.0,1366,768,IPS 165Hz,73,Windows 10 Home,Kensington Lock,24700000
2025,Acer Predator 95,Intel Core i9-16900HX,64,512,AMD Radeon 880M,14.2,1920,1200,IPS 165Hz,69,Windows 10 Home,IR Camera TPM 2.0,24800000
2020,HP Envy 12,Intel Core i5-1035G1,4,256,Intel UHD Graphics,15.6,2880,1800,IPS 144Hz,80,Windows 11 Pro,Firmware TPM,6200000
2019,HP Victus 55,AMD Ryzen 7 5800H,16,256,Intel Iris Xe,13.6,1920,1200,TN,74,Windows 10 Home,IR Camera TPM 2.0,7900000
2019,Lenovo IdeaPad Slim 81,Intel Core i3-8130U,8,1024,Intel UHD Graphics,13.3,3024,1964,IPS,47,Windows 11 Home,Firmware TPM,7900000
2025,HP Envy 27,Intel Core Ultra 7 258V,32,2048,Intel Arc Graphics 140V,14.0,2560,1600,OLED 120Hz,66,Windows 11 Pro,Fingerprint,22400000
2022,MSI Cyborg 83,Intel Core Ultra 7 155H,16,512,Intel Iris Xe,13.6,3024,1964,OLED,49,Windows 11 Pro,Privacy Shutter,15300000
2022,Apple MacBook Pro 28,Apple M3 8-Core,32,512,Apple M3 8-Core GPU,16.1,2560,1600,Liquid Retina,74,macOS,Touch ID Apple T2,33700000
2019,Apple MacBook Pro 28,Apple M1 8-Core,8,512,Apple M1 7-Core GPU,13.3,2880,1800,Liquid Retina,36,macOS,Touch ID,10600000
2024,Apple MacBook Air 15,Apple M4 10-Core,32,1024,Apple M4 10-Core GPU,16.1,1920,1200,Liquid Retina XDR,64,macOS,Touch ID Apple T2,35000000
2022,Lenovo ThinkPad 75,AMD Ryzen 5 7520U,16,512,NVIDIA RTX 4060,16.1,3024,1964,IPS 144Hz,94,Windows 11 Pro,Kensington Lock,22000000
2026,Lenovo ThinkPad 31,Snapdragon X 2nd Gen,64,512,NVIDIA RTX 5070,14.2,1366,768,IPS 165Hz,57,Windows 10 Home,Firmware TPM,37300000
2025,Lenovo IdeaPad Slim 44,Intel Core Ultra 7 258V,64,512,NVIDIA RTX 4070,14.2,2560,1600,Mini LED 240Hz,65,Windows 11 Home,Fingerprint,35800000
2023,Asus ROG Zephyrus 44,AMD Ryzen 7 7840HS,8,1024,NVIDIA RTX 4060,14.0,3024,1964,OLED 120Hz,72,Windows 11 Pro,Firmware TPM,23000000
2024,Lenovo ThinkPad 56,AMD Ryzen 5 7520U,32,512,NVIDIA RTX 4050,14.2,1920,1080,IPS 144Hz,45,Windows 11 Home,IR Camera TPM 2.0,15000000
2026,MSI Katana 38,Intel Core i9-16900HX,32,2048,NVIDIA RTX 5070,16.0,2560,1600,OLED 120Hz,69,Windows 10 Home,Fingerprint,35400000
2025,Acer Swift 86,Intel Core Ultra 7 258V,16,512,AMD Radeon 880M,15.6,1920,1080,IPS 165Hz,65,Windows 10 Home,IR Camera TPM 2.0,12800000
2026,Asus Zenbook 18,Intel Core i9-16900HX,64,1024,NVIDIA RTX 4070,16.0,3024,1964,IPS 165Hz,56,Windows 10 Home,Privacy Shutter,45700000
2022,Asus Zenbook 68,AMD Ryzen 5 7520U,8,512,NVIDIA RTX 4070,15.6,2880,1800,OLED 120Hz,64,Windows 11 Pro,IR Camera TPM 2.0,24700000
2026,HP Victus 98,Snapdragon X 2nd Gen,64,512,AMD Radeon 880M,14.2,1366,768,Mini LED 240Hz,43,Windows 11 Home,IR Camera TPM 2.0,26600000
2026,Apple MacBook Pro 30,Apple M3 8-Core,8,1024,Apple M3 8-Core GPU,15.6,1366,768,IPS Retina,62,macOS,Touch ID,32000000
2026,Apple MacBook Air 97,Apple M3 8-Core,24,256,Apple M3 8-Core GPU,16.0,2560,1600,Liquid Retina XDR,88,macOS,Touch ID Apple T2,31200000
2024,HP OmniBook 84,Intel Core i7-13700H,16,1024,NVIDIA RTX 4070,16.1,1920,1200,IPS 144Hz,60,Windows 10 Home,IR Camera TPM 2.0,31500000
2026,Acer Nitro 35,Snapdragon X 2nd Gen,64,512,NVIDIA RTX 4070,14.2,3024,1964,OLED 120Hz,48,Windows 10 Home,Kensington Lock,41800000
2019,Lenovo ThinkPad 94,Intel Core i7-1165G7,16,512,NVIDIA RTX 3050,15.6,3024,1964,IPS,72,Windows 11 Pro,Privacy Shutter,14100000
2021,Acer Predator 33,AMD Ryzen 5 4500U,8,512,AMD Radeon Graphics,14.0,3024,1964,IPS 144Hz,60,Windows 11 Home,Firmware TPM,7400000
2019,MSI Cyborg 68,Intel Core i3-8130U,4,1024,NVIDIA GTX 1650,16.1,2880,1800,IPS,90,Windows 11 Pro,Fingerprint,13000000
2018,Lenovo ThinkPad 92,Intel Core i5-1035G1,8,1024,NVIDIA GTX 1650,13.3,1920,1080,TN,51,Windows 10 Home,Kensington Lock,10800000
2018,MSI Stealth 62,Intel Core i7-1165G7,16,1024,Intel UHD Graphics,16.0,2560,1600,TN,86,Windows 11 Pro,Firmware TPM,8100000
2021,Apple MacBook Pro 35,Apple M4 10-Core,16,1024,Apple M4 10-Core GPU,13.6,1920,1200,Liquid Retina XDR,37,macOS,Touch ID,26600000
2020,Asus ROG Zephyrus 62,AMD Ryzen 3 3200U,16,256,NVIDIA RTX 3050,16.0,1366,768,TN,59,Windows 11 Home,IR Camera TPM 2.0,14000000
2026,Dell XPS 55,Snapdragon X 2nd Gen,16,1024,NVIDIA RTX 4060,13.3,1920,1080,IPS 165Hz,51,Windows 11 Home,Fingerprint,28700000
2019,Dell Inspiron 75,Intel Core i3-8130U,16,512,NVIDIA RTX 3050,14.0,2560,1600,IPS 144Hz,63,Windows 11 Home,Privacy Shutter,14200000
2021,Apple MacBook Pro 69,Apple M2 8-Core,32,256,Apple M2 8-Core GPU,14.0,2560,1600,Liquid Retina XDR,39,macOS,Touch ID Apple T2,19000000
2021,MSI Cyborg 51,AMD Ryzen 5 4500U,16,256,AMD Radeon Graphics,14.0,2560,1600,TN,40,Windows 11 Home,Privacy Shutter,10100000
2023,Asus Zenbook 71,Intel Core i7-13700H,32,1024,Intel Arc Graphics,14.2,1920,1080,IPS 144Hz,47,Windows 11 Home,Privacy Shutter,16600000
2021,Apple MacBook Pro 37,Apple M2 8-Core,24,256,Apple M2 8-Core GPU,16.1,1366,768,IPS Retina,61,macOS,Touch ID,14400000
2025,Dell Inspiron 80,AMD Ryzen 7 9840U,64,1024,NVIDIA RTX 4060,16.1,2560,1600,IPS 165Hz,72,Windows 10 Home,IR Camera TPM 2.0,36900000
2026,HP Spectre 39,Intel Core Ultra 7 258V,64,1024,NVIDIA RTX 4060,13.3,1920,1200,IPS 165Hz,67,Windows 11 Pro,Fingerprint,41200000
2020,Acer Aspire 77,AMD Ryzen 7 5800H,4,256,Intel Iris Xe,15.6,1920,1200,IPS,61,Windows 11 Home,Privacy Shutter,5800000
2022,Lenovo Legion 41,AMD Ryzen 7 7840HS,16,1024,Intel Arc Graphics,14.2,2560,1600,OLED 120Hz,48,Windows 11 Home,IR Camera TPM 2.0,17000000
2023,HP Spectre 46,AMD Ryzen 7 7840HS,8,512,NVIDIA RTX 4070,16.0,1920,1080,IPS,72,Windows 11 Home,Fingerprint,26500000
2024,Lenovo Yoga 30,Intel Core i7-13700H,16,1024,Intel Arc Graphics,16.1,1920,1200,OLED,86,Windows 11 Home,Kensington Lock,15900000
2018,Acer Aspire 99,Intel Core i5-1035G1,8,512,Intel UHD Graphics,16.0,1920,1200,IPS,76,Windows 10 Home,Kensington Lock,6000000
2023,Dell XPS 55,Intel Core i5-1240P,16,512,NVIDIA RTX 4050,16.1,1920,1200,IPS 144Hz,73,Windows 10 Home,IR Camera TPM 2.0,10900000
2026,Acer Predator 21,AMD Ryzen 7 9840U,32,2048,AMD Radeon 880M,16.0,2560,1600,OLED 120Hz,76,Windows 11 Home,Firmware TPM,24300000
2024,Apple MacBook Air 21,Apple M2 8-Core,24,512,Apple M2 8-Core GPU,16.0,3024,1964,Liquid Retina,73,macOS,Touch ID,17300000
2024,HP Spectre 57,AMD Ryzen 7 7840HS,16,1024,Intel Arc Graphics,16.1,1920,1080,IPS 144Hz,56,Windows 11 Pro,Firmware TPM,13200000
2021,MSI Katana 21,AMD Ryzen 3 3200U,4,256,Intel UHD Graphics,15.6,1366,768,IPS,58,Windows 10 Home,Fingerprint,7300000
2024,Dell Inspiron 24,Intel Core i7-13700H,8,1024,AMD Radeon Graphics,13.6,2560,1600,IPS 144Hz,53,Windows 11 Home,Firmware TPM,10900000
2020,Lenovo Yoga 14,Intel Core i7-1165G7,8,512,NVIDIA RTX 3050,15.6,1920,1080,IPS,83,Windows 10 Home,Privacy Shutter,14900000
2026,Lenovo ThinkPad 91,Snapdragon X Elite X1E-78-100,64,2048,NVIDIA RTX 5070,14.0,2560,1600,IPS 165Hz,57,Windows 11 Pro,Firmware TPM,43900000
2019,Acer Nitro 57,Intel Core i5-1035G1,8,256,Intel UHD Graphics,16.1,1920,1200,IPS 144Hz,63,Windows 11 Home,Privacy Shutter,6100000
2025,Dell Inspiron 99,AMD Ryzen 7 9840U,16,1024,Qualcomm Adreno,13.6,2880,1800,IPS 165Hz,35,Windows 11 Home,IR Camera TPM 2.0,13000000
2021,Acer Predator 61,AMD Ryzen 7 5800H,16,1024,NVIDIA GTX 1650,13.6,1366,768,IPS,51,Windows 10 Home,Fingerprint,15900000
2021,Dell XPS 47,Intel Core i7-1165G7,8,256,Intel UHD Graphics,13.6,1366,768,TN,53,Windows 11 Pro,Firmware TPM,8000000
2025,Dell Alienware 45,Snapdragon X Elite X1E-78-100,16,1024,Intel Arc Graphics 140V,13.3,1366,768,OLED 120Hz,69,Windows 11 Pro,Firmware TPM,15200000
2022,HP Victus 67,Intel Core i7-13700H,8,512,Intel Iris Xe,13.6,2560,1600,OLED 120Hz,56,Windows 11 Pro,Kensington Lock,12600000
2025,HP Spectre 15,Intel Core i9-16900HX,16,1024,NVIDIA RTX 4060,15.6,1920,1080,OLED 120Hz,85,Windows 11 Home,Kensington Lock,28200000
2024,Apple MacBook Air 26,Apple M3 8-Core,16,1024,Apple M3 8-Core GPU,13.3,2560,1600,Liquid Retina,47,macOS,Touch ID,26800000
2021,Acer Predator 98,Intel Core i5-1035G1,16,1024,Intel UHD Graphics,15.6,1366,768,IPS 144Hz,88,Windows 11 Home,Privacy Shutter,10400000
2025,MSI Katana 36,Intel Core i9-16900HX,16,512,NVIDIA RTX 5070,14.0,1920,1080,Mini LED 240Hz,35,Windows 11 Home,Kensington Lock,28800000
2024,Apple MacBook Air 12,Apple M4 10-Core,32,1024,Apple M4 10-Core GPU,15.6,1920,1200,Liquid Retina XDR,64,macOS,Touch ID,28500000
2025,Asus ROG Zephyrus 91,AMD Ryzen 7 9840U,64,512,NVIDIA RTX 5070,16.1,1920,1080,IPS 165Hz,61,Windows 10 Home,Kensington Lock,40100000
2023,Dell XPS 67,Intel Core i5-1240P,32,1024,AMD Radeon Graphics,14.0,2560,1600,IPS 144Hz,37,Windows 11 Pro,Fingerprint,16500000
2025,Dell XPS 80,Intel Core i9-16900HX,64,512,NVIDIA RTX 4070,14.0,1920,1200,Mini LED 240Hz,64,Windows 11 Pro,IR Camera TPM 2.0,46200000
2019,Dell Vostro 68,AMD Ryzen 5 4500U,8,512,Intel UHD Graphics,15.6,3024,1964,IPS 144Hz,79,Windows 11 Home,Privacy Shutter,6300000
2018,Dell XPS 90,AMD Ryzen 7 5800H,4,1024,NVIDIA RTX 3050,13.6,3024,1964,IPS,68,Windows 10 Home,Privacy Shutter,11700000
2026,Lenovo Legion 52,Intel Core Ultra 7 258V,16,2048,NVIDIA RTX 5070,13.3,1920,1080,OLED 120Hz,43,Windows 11 Home,Privacy Shutter,26000000
2025,Lenovo IdeaPad Slim 15,Snapdragon X Elite X1E-78-100,64,2048,NVIDIA RTX 5070,14.0,1920,1200,IPS 165Hz,38,Windows 11 Pro,IR Camera TPM 2.0,38700000
2019,Asus Zenbook 94,AMD Ryzen 3 3200U,16,256,AMD Radeon Graphics,16.0,1920,1200,IPS 144Hz,81,Windows 11 Home,Kensington Lock,9100000
2018,Apple MacBook Pro 78,Intel Core i5-8210Y,16,128,Intel UHD Graphics,13.6,1366,768,Liquid Retina XDR,68,macOS,Touch ID,10600000
2021,Dell Alienware 35,AMD Ryzen 7 5800H,4,1024,Intel Iris Xe,16.0,2560,1600,IPS 144Hz,90,Windows 10 Home,Firmware TPM,8400000
2019,Apple MacBook Pro 97,Apple M1 8-Core,16,128,Apple M1 7-Core GPU,13.6,2880,1800,Liquid Retina XDR,46,macOS,Touch ID Apple T2,12000000
2023,MSI Cyborg 79,Intel Core Ultra 7 155H,16,1024,NVIDIA RTX 4070,14.2,2560,1600,OLED,75,Windows 11 Pro,IR Camera TPM 2.0,29500000
2026,Lenovo ThinkPad 81,AMD Ryzen 7 9840U,32,1024,NVIDIA RTX 4060,16.0,1920,1200,OLED 120Hz,57,Windows 11 Pro,Privacy Shutter,38000000
2020,HP Pavilion 49,Intel Core i7-1165G7,4,1024,AMD Radeon Graphics,15.6,2880,1800,IPS 144Hz,90,Windows 10 Home,Fingerprint,8200000
2020,Asus Vivobook 69,Intel Core i5-1035G1,8,512,NVIDIA RTX 3050,13.6,1920,1200,TN,51,Windows 11 Home,Fingerprint,11000000
2024,Dell Vostro 20,AMD Ryzen 5 7520U,8,1024,NVIDIA RTX 4070,15.6,1920,1200,IPS,96,Windows 11 Pro,Privacy Shutter,19800000
2024,Asus Vivobook 53,AMD Ryzen 5 7520U,8,512,NVIDIA RTX 4060,16.0,2560,1600,IPS,95,Windows 11 Home,IR Camera TPM 2.0,18400000
2026,Asus ROG Zephyrus 80,AMD Ryzen 7 9840U,64,2048,AMD Radeon 880M,13.3,2560,1600,OLED 120Hz,60,Windows 11 Pro,Fingerprint,32100000
2026,Asus Zenbook 66,Intel Core i9-16900HX,16,1024,Intel Arc Graphics 140V,15.6,2880,1800,Mini LED 240Hz,58,Windows 11 Home,IR Camera TPM 2.0,17100000
2019,Acer Predator 27,AMD Ryzen 5 4500U,4,512,NVIDIA GTX 1650,15.6,2880,1800,IPS 144Hz,67,Windows 10 Home,IR Camera TPM 2.0,12000000
2026,Lenovo Yoga 20,AMD Ryzen 7 9840U,64,2048,Intel Arc Graphics 140V,16.0,2560,1600,OLED 120Hz,81,Windows 11 Home,IR Camera TPM 2.0,30600000
2021,HP Envy 87,Intel Core i7-1165G7,4,512,NVIDIA RTX 3050,15.6,2560,1600,IPS,64,Windows 11 Pro,Kensington Lock,11200000
2021,Lenovo Legion 30,Intel Core i3-8130U,16,256,Intel Iris Xe,13.6,1366,768,IPS 144Hz,53,Windows 11 Pro,Kensington Lock,9400000
2019,HP Spectre 71,Intel Core i5-1035G1,16,1024,Intel Iris Xe,15.6,1920,1200,TN,88,Windows 10 Home,Privacy Shutter,9800000
2025,Dell Vostro 99,Snapdragon X Elite X1E-78-100,64,2048,NVIDIA RTX 4070,14.0,1366,768,OLED 120Hz,45,Windows 11 Pro,Kensington Lock,43000000
2022,Asus TUF Gaming 94,AMD Ryzen 5 7520U,32,1024,NVIDIA RTX 4060,16.1,1366,768,OLED,61,Windows 10 Home,Kensington Lock,32900000
2021,Acer Aspire 51,AMD Ryzen 5 4500U,4,256,Intel Iris Xe,14.2,3024,1964,IPS 144Hz,70,Windows 11 Home,Firmware TPM,5700000
2018,Lenovo Legion 53,AMD Ryzen 7 5800H,4,256,AMD Radeon Graphics,14.0,3024,1964,IPS 144Hz,57,Windows 11 Home,IR Camera TPM 2.0,4500000
2021,Dell XPS 18,AMD Ryzen 3 3200U,4,1024,AMD Radeon Graphics,13.6,2560,1600,TN,56,Windows 11 Pro,Privacy Shutter,8200000
2020,Asus TUF Gaming 77,AMD Ryzen 7 5800H,16,256,NVIDIA GTX 1650,15.6,2560,1600,TN,64,Windows 11 Pro,Firmware TPM,14300000
2023,Acer Swift 37,AMD Ryzen 7 7840HS,32,512,NVIDIA RTX 4070,14.0,1920,1080,IPS 144Hz,68,Windows 11 Pro,Fingerprint,31400000
2020,MSI Cyborg 51,AMD Ryzen 5 4500U,16,256,Intel Iris Xe,16.1,3024,1964,IPS,64,Windows 10 Home,Firmware TPM,8100000
2023,Acer Predator 49,Intel Core i7-13700H,8,512,Intel Arc Graphics,13.3,2880,1800,IPS 144Hz,74,Windows 11 Home,Privacy Shutter,8800000
2021,Dell Vostro 40,Intel Core i7-1165G7,4,1024,NVIDIA GTX 1650,15.6,2560,1600,TN,93,Windows 11 Pro,Kensington Lock,14200000
2023,Lenovo ThinkPad 73,Intel Core i7-13700H,8,512,Intel Iris Xe,16.1,1920,1200,OLED 120Hz,55,Windows 11 Home,Fingerprint,12500000
2021,Apple MacBook Air 19,Apple M4 10-Core,32,1024,Apple M4 10-Core GPU,14.0,1920,1080,Liquid Retina,64,macOS,Touch ID,34300000
2018,Dell Alienware 51,AMD Ryzen 7 5800H,16,1024,NVIDIA RTX 3050,16.0,2880,1800,IPS 144Hz,57,Windows 11 Home,Firmware TPM,12400000
2025,Apple MacBook Air 42,Apple M2 8-Core,32,1024,Apple M2 8-Core GPU,16.1,1366,768,Liquid Retina XDR,95,macOS,Touch ID Apple T2,19600000
2025,Acer Nitro 47,Snapdragon X Elite X1E-78-100,32,2048,Intel Arc Graphics 140V,15.6,2560,1600,IPS 165Hz,64,Windows 11 Home,Fingerprint,19500000
2025,Asus Vivobook 34,Intel Core i9-16900HX,32,1024,Qualcomm Adreno,13.3,2560,1600,Mini LED 240Hz,46,Windows 11 Pro,Firmware TPM,22600000
2021,Acer Aspire 43,AMD Ryzen 7 5800H,16,256,Intel UHD Graphics,16.0,3024,1964,TN,83,Windows 11 Home,Fingerprint,9400000
2019,Dell Alienware 76,AMD Ryzen 3 3200U,16,512,Intel UHD Graphics,14.0,3024,1964,TN,71,Windows 11 Pro,Fingerprint,9700000
2020,Lenovo Yoga 33,AMD Ryzen 3 3200U,8,512,NVIDIA GTX 1650,16.0,1366,768,IPS,66,Windows 11 Pro,Kensington Lock,13500000
2021,Asus ROG Zephyrus 12,AMD Ryzen 3 3200U,16,256,NVIDIA RTX 3050,13.6,2880,1800,IPS,48,Windows 11 Home,IR Camera TPM 2.0,15400000
2025,Acer Predator 21,Intel Core Ultra 7 258V,16,2048,Qualcomm Adreno,16.0,1920,1080,IPS 165Hz,90,Windows 11 Pro,Firmware TPM,13900000
2020,Lenovo IdeaPad Slim 94,Intel Core i5-1035G1,4,1024,NVIDIA RTX 3050,14.0,1366,768,IPS 144Hz,56,Windows 11 Home,Kensington Lock,9700000
2024,Lenovo Yoga 97,AMD Ryzen 9 8945HS,32,512,NVIDIA RTX 3050,13.3,1920,1200,OLED,40,Windows 11 Home,Firmware TPM,24700000
2024,Apple MacBook Air 65,Apple M3 8-Core,16,256,Apple M3 8-Core GPU,16.0,1920,1200,Liquid Retina,72,macOS,Touch ID,32200000
2021,MSI Cyborg 89,AMD Ryzen 5 4500U,16,1024,NVIDIA RTX 3050,14.2,3024,1964,TN,73,Windows 10 Home,Kensington Lock,14900000
2023,HP OmniBook 84,Intel Core i7-13700H,32,1024,NVIDIA RTX 4050,14.2,2880,1800,OLED 120Hz,46,Windows 11 Pro,Privacy Shutter,19500000
2022,Lenovo IdeaPad Slim 26,AMD Ryzen 9 8945HS,8,512,NVIDIA RTX 4070,14.2,1920,1200,OLED 120Hz,37,Windows 10 Home,IR Camera TPM 2.0,27600000
2021,Asus Zenbook 99,Intel Core i3-8130U,8,512,NVIDIA RTX 3050,14.0,1366,768,IPS 144Hz,35,Windows 11 Home,Privacy Shutter,13600000
2023,Acer Aspire 33,Intel Core Ultra 7 155H,32,1024,NVIDIA RTX 3050,16.0,2560,1600,IPS,63,Windows 10 Home,Privacy Shutter,20000000
2025,Apple MacBook Pro 70,Apple M2 8-Core,24,1024,Apple M2 8-Core GPU,16.0,1920,1200,Liquid Retina XDR,98,macOS,Touch ID Apple T2,19700000
2018,Lenovo Legion 56,Intel Core i7-1165G7,4,512,NVIDIA GTX 1650,15.6,2880,1800,IPS 144Hz,65,Windows 10 Home,Fingerprint,10600000
2020,Dell Inspiron 50,AMD Ryzen 7 5800H,4,512,NVIDIA GTX 1650,14.2,1920,1200,TN,50,Windows 11 Pro,Privacy Shutter,12100000
2022,Lenovo Legion 33,Intel Core i5-1240P,8,512,NVIDIA RTX 3050,16.1,2880,1800,IPS,85,Windows 10 Home,Privacy Shutter,11700000
2023,Acer Nitro 52,AMD Ryzen 7 7840HS,32,512,Intel Arc Graphics,14.2,3024,1964,IPS,59,Windows 10 Home,Kensington Lock,16100000
2026,Asus Vivobook 50,Intel Core Ultra 7 258V,32,1024,Intel Arc Graphics 140V,15.6,3024,1964,OLED 120Hz,97,Windows 10 Home,Firmware TPM,20200000
2022,MSI Cyborg 52,Intel Core Ultra 7 155H,16,1024,NVIDIA RTX 4070,16.0,1920,1200,OLED 120Hz,62,Windows 10 Home,Fingerprint,24200000
2019,Asus Vivobook 37,AMD Ryzen 5 4500U,8,512,Intel Iris Xe,16.1,2880,1800,IPS 144Hz,73,Windows 11 Pro,Privacy Shutter,6400000
2020,Asus ROG Zephyrus 89,AMD Ryzen 3 3200U,4,256,Intel UHD Graphics,16.0,1366,768,IPS,58,Windows 11 Home,Firmware TPM,5900000
2018,Asus TUF Gaming 61,AMD Ryzen 5 4500U,16,1024,NVIDIA GTX 1650,14.0,1920,1200,IPS 144Hz,54,Windows 10 Home,Firmware TPM,14900000
2026,Asus TUF Gaming 83,Snapdragon X Elite X1E-78-100,16,1024,Qualcomm Adreno,16.0,2560,1600,IPS 165Hz,84,Windows 10 Home,Kensington Lock,13300000
2021,Lenovo Legion 57,AMD Ryzen 7 5800H,16,512,AMD Radeon Graphics,14.2,1366,768,IPS,36,Windows 11 Home,Fingerprint,10100000
2019,HP Spectre 70,Intel Core i7-1165G7,16,1024,Intel Iris Xe,13.3,3024,1964,IPS 144Hz,60,Windows 10 Home,Privacy Shutter,10300000
2019,HP OmniBook 94,AMD Ryzen 5 4500U,8,512,NVIDIA RTX 3050,13.6,1920,1080,IPS,74,Windows 10 Home,Privacy Shutter,11500000
2025,Acer Aspire 54,Snapdragon X Elite X1E-78-100,32,2048,Qualcomm Adreno,16.0,1920,1080,IPS 165Hz,70,Windows 10 Home,Firmware TPM,19200000
2019,MSI Stealth 25,AMD Ryzen 3 3200U,8,1024,Intel UHD Graphics,13.6,2560,1600,IPS,54,Windows 11 Pro,Firmware TPM,6800000
2019,MSI Stealth 52,Intel Core i3-8130U,4,256,NVIDIA RTX 3050,16.1,1920,1080,IPS 144Hz,55,Windows 11 Home,Kensington Lock,10600000
2025,Dell XPS 60,Snapdragon X Elite X1E-78-100,16,512,NVIDIA RTX 5070,14.0,3024,1964,Mini LED 240Hz,71,Windows 11 Pro,Firmware TPM,29900000
2023,Asus Vivobook 89,Intel Core i7-13700H,16,512,AMD Radeon Graphics,13.3,1920,1200,IPS,70,Windows 11 Pro,IR Camera TPM 2.0,10500000
2022,Apple MacBook Air 41,Apple M4 10-Core,32,1024,Apple M4 10-Core GPU,14.0,2560,1600,Liquid Retina XDR,59,macOS,Touch ID Apple T2,33800000
2021,MSI Cyborg 71,AMD Ryzen 5 4500U,8,512,NVIDIA GTX 1650,14.0,1920,1080,TN,43,Windows 10 Home,Fingerprint,10300000
2018,Lenovo ThinkPad 95,Intel Core i3-8130U,4,1024,NVIDIA GTX 1650,16.1,2880,1800,IPS,99,Windows 11 Home,Fingerprint,12800000
2020,Acer Predator 81,Intel Core i7-1165G7,4,256,NVIDIA GTX 1650,13.3,2560,1600,IPS 144Hz,71,Windows 11 Home,IR Camera TPM 2.0,13200000
2021,MSI Katana 63,Intel Core i7-1165G7,4,256,NVIDIA RTX 3050,16.0,1366,768,IPS,78,Windows 11 Pro,Firmware TPM,12100000
2019,Lenovo Legion 70,AMD Ryzen 5 4500U,16,256,Intel Iris Xe,16.0,3024,1964,IPS,97,Windows 11 Pro,Kensington Lock,7600000
2026,Apple MacBook Pro 89,Apple M4 10-Core,8,512,Apple M4 10-Core GPU,14.2,2560,1600,Liquid Retina,67,macOS,Touch ID,32000000
2023,Apple MacBook Pro 48,Apple M4 10-Core,24,1024,Apple M4 10-Core GPU,16.1,1920,1200,IPS Retina,91,macOS,Touch ID,27700000
2020,Dell Inspiron 95,Intel Core i3-8130U,8,512,Intel UHD Graphics,15.6,1920,1200,TN,59,Windows 11 Home,Firmware TPM,7000000
2020,Dell XPS 46,AMD Ryzen 7 5800H,4,1024,Intel Iris Xe,16.0,3024,1964,IPS 144Hz,64,Windows 11 Home,Kensington Lock,7200000
2023,Apple MacBook Air 44,Apple M2 8-Core,8,512,Apple M2 8-Core GPU,13.3,2880,1800,Liquid Retina,44,macOS,Touch ID,12700000
2025,Apple MacBook Pro 60,Apple M3 8-Core,16,256,Apple M3 8-Core GPU,15.6,1366,768,Liquid Retina XDR,77,macOS,Touch ID,34600000
2019,Asus Zenbook 70,Intel Core i7-1165G7,8,1024,NVIDIA RTX 3050,14.2,2560,1600,TN,59,Windows 11 Home,IR Camera TPM 2.0,11000000
2026,Apple MacBook Pro 12,Apple M3 8-Core,24,1024,Apple M3 8-Core GPU,16.0,1366,768,Liquid Retina,57,macOS,Touch ID Apple T2,37200000
2024,Dell XPS 53,Intel Core i5-1240P,16,1024,NVIDIA RTX 3050,16.0,2880,1800,IPS 144Hz,98,Windows 11 Home,Privacy Shutter,18300000
2026,HP Victus 51,Intel Core Ultra 7 258V,16,512,NVIDIA RTX 4060,15.6,3024,1964,OLED 120Hz,61,Windows 11 Pro,Kensington Lock,31500000
2022,HP Victus 15,Intel Core i5-1240P,8,512,NVIDIA RTX 4050,16.0,1366,768,IPS,62,Windows 10 Home,Firmware TPM,9500000
